msa,Node Count,Edge Count,Degree Average,Edge Length Total (km),Edge Length Average (km),Streets per Node Average,Intersection Count,Street Length Total (km),Street Segment Count,Street Length Average (km),Circuity Average,Self-loop Proportion,Node Density (/sq km),Intersection Density (/sq km),Edge Density (km/sq km),Street Density (km/sq km),Building Area (sq km),Area (sq km),Car Mode Share,Transit Mode Share,Bicycle Mode Share,Walking Mode Share,Working from Home Share,Median Household Income,Households,Employment Rate (%),Unemployment Rate (%),Population,Housing Units,No Vehicles Available,1 Vehicle Available,2 Vehicles Available,3 or More Vehicles Available,GDP ($),Transit Diesel (gal),Transit Gasoline Vehicle Fuel Use (gal),Transit Liquefied Petroleum Gas (GGE),Transit Compressed Natural Gas (GGE),Transit Bio-Diesel (gal),Transit Other Fuel (GGE),Transit Electric Propulsion Vehicle Fuel Use (kWh),Transit Electric Battery Vehicle Fuel Use (kWh),Transit Diesel Vehicle Miles,Transit Gasoline Vehicle Miles,Transit Compressed Natural Gas Vehicle Miles,Transit Other Fuel Vehicle Miles,Transit Electric Propulsion Vehicle Miles,Transit Electric Battery Vehicle Miles,Cooling Degree Days (°Df),Heating Degree Days (°Df),Palmer Z Index,Average Temperature (°F),Precipitation (in),Population Density (/sq km),Built-Up Area Proportion,Cluster
"Naples-Marco Island, FL",15237.0,34924.0,4.58410448250968,8418.700220000026,0.2410577316458603,2.736759204567828,11806.0,4776.882913000013,20902.0,228.5371214716301,1.0735214999470104,0.0190412400727203,2.5544068997869847,1.979216896953806,1.411353017602302,0.8008205468557973,43.25732499155999,5964.985453676402,86.08032974229253,1.0708920248077145,0.7768461331039176,1.0676819168196818,9.350402547541698,70217,147977,0.496,0.044,379345,218348,7179,60723,60107,19968,23192083.0,331968.0,56547.0,0.0,0.0,0.0,0.0,0.0,0.0,1708711.0,251503.0,0.0,0.0,0.0,0.0,4401.0,222.0,0.18,76.4,56.84,63.595293391067386,25.312381069645618,3
"Nashville-Davidson--Murfreesboro--Franklin, TN",83291.0,202491.0,4.862254025044723,59413.84809499832,0.2934147596436302,2.554549711253317,60128.0,31164.516180000075,106378.0,292.9601626276117,1.0849128075102097,0.0084697963864708,5.581947938095801,4.029623436167465,3.981762817930065,2.0885654732528685,57.9224088698965,14921.493522279876,87.80286230964987,0.8763675343059839,0.1335826330303005,1.2323151322734005,8.899917354695644,68406,727452,0.657,0.04,1904186,788546,30265,217590,291241,188356,158109688.0,1703256.0,554519.0,0.0,0.0,0.0,0.0,0.0,18426.0,5265107.0,4108085.0,0.0,0.0,0.0,11410.0,1478.3076923076924,3458.3076923076924,0.8615384615384615,59.49230769230769,61.02923076923077,127.6136331230372,7.085512738203838,4
"New Bern, NC",8963.0,21217.0,4.734352337387036,7529.500358999973,0.354880537257858,2.482539328349883,6157.0,3942.983512000003,11111.0,354.8720648006483,1.0790019758683458,0.007110071100711,1.914792905946588,1.315338605591113,1.6085500248505458,0.8423515404487304,2.4455269570290965,4680.923964238886,91.82554725536106,0.2954621473965882,0.1839669974356115,1.9567398818151407,4.391050655963133,52345,50577,0.476,0.062,124416,60218,3015,16303,19268,11991,8012754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833.6666666666667,2236.333333333333,0.8966666666666666,63.8,65.55,26.57936786636737,20.14607165773047,5
"New Haven-Milford, CT",25721.0,64987.0,5.053224991252284,13417.620166999935,0.2064662188899308,2.675440301699001,20260.0,7189.360819000008,34400.0,208.9930470639537,1.0847358598677062,0.0110755813953488,15.7669180530439,12.419336719204903,8.224972498734775,4.407062823643625,62.03499876577867,1631.3270553869852,85.1582953611358,3.450995671407054,0.4670699084390932,3.333396686321932,6.480298012458366,71370,332765,0.609,0.064,855733,367990,37134,116701,115761,63169,59046292.0,0.0,282281.0,0.0,0.0,56319.0,0.0,0.0,0.0,291224.0,2009003.0,0.0,0.0,0.0,0.0,767.0,5399.0,-0.47,52.2,45.34,524.5625009247468,15.214143031900884,7
"New York-Newark-Jersey City, NY-NJ-PA",410699.0,1052145.0,5.123679385632787,168078.41665499462,0.1597483394921751,2.8272238305912603,335954.0,93513.38285200302,581084.0,160.92919931025983,1.0656264768192614,0.0083309814071631,17.35017673888429,14.192538272883873,7.1005535317982025,3.950517824326828,543.95091464237,23671.17097312117,54.741959048691335,29.835681831489342,0.7012328778074433,5.654501664442297,7.367082825855064,81951,7065536,0.609,0.059,19261570,7756312,2161785,2266754,1746547,890450,2025634058.0,100155244.0,7370346.0,0.0,10041461.0,0.0,0.0,2950030630.0,449235.0,240396543.0,56244999.0,30154631.0,4423601.0,456959229.0,111558.0,1060.1304347826087,4661.739130434783,-0.4417391304347826,55.03913043478261,45.046956521739126,813.7142865417046,10.740109980876545,2
"Niles, MI",9553.0,25605.0,5.360619700617607,7200.622623000059,0.2812193955477469,2.752747827907464,7511.0,3772.2328330000046,13097.0,288.0226641979083,1.058662194519471,0.0122928915018706,6.360524754929844,5.000931794648598,4.794278074374515,2.511606858123696,2.019947077174181,1501.9201037769358,90.22364400579552,0.6340644680026969,0.2811688591143181,2.719878351432383,5.1012064439312,52500,63136,0.574,0.062,153797,77645,5307,22086,24100,11643,8736602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,5798.0,-0.5,51.3,35.58,102.40025392378784,45.51340073786398,5
"North Port-Sarasota-Bradenton, FL",42259.0,105405.0,4.988523154830924,18122.873446999496,0.1719356145059484,2.803142525852481,34359.0,10064.496956000152,59348.0,169.58443344342106,1.0892575228393695,0.0088124283884882,10.087202365787633,8.201476279280088,4.325920914111626,2.402390437658893,28.765048279331268,4189.367722345711,87.43003291335611,0.6316129940372619,0.597172266529303,0.8709011790708191,9.238800025156706,62438,339573,0.483,0.048,821613,439870,15431,143818,133653,46671,43368616.0,919793.0,204919.0,0.0,0.0,0.0,0.0,0.0,0.0,5112653.0,1159898.0,0.0,0.0,0.0,0.0,4014.5,455.0,-0.2,74.7,54.73,196.11861609034463,40.1649531962288,3
"Norwich-New London, CT",11022.0,27379.0,4.968063872255489,7598.35710100002,0.277525004602068,2.6107784431137726,8428.0,4039.5704259999934,14360.0,281.3071327298046,1.0811629560992984,0.0178969359331476,5.764165290478678,4.4075834756082655,3.973705885161178,2.1125704625288817,24.159140732747776,1912.1589067208536,87.31926979478614,1.5120633962930534,0.2376625192227037,2.709205559684196,7.198304723082696,75831,109616,0.597,0.053,266868,123849,6768,35285,41344,26219,22806434.0,192740.0,19202.0,0.0,0.0,0.0,0.0,0.0,0.0,939031.0,93820.0,0.0,0.0,0.0,0.0,734.0,5210.0,-0.76,52.6,41.46,139.5637146379481,22.22313119676632,5
"Ocala, FL",28297.0,74853.0,5.290525497402552,17191.04204099995,0.2296640353893624,2.813266424002544,23202.0,9068.041872999996,39776.0,227.977722068584,1.0599928864847403,0.007667940466613,6.574847957465414,5.391017503944323,3.9943629236304408,2.106972349963065,9.1290069582128,4303.825758870996,90.39746530521438,0.4004572270254927,0.1772138303503617,0.6958136109427623,7.083183097943245,46587,145863,0.439,0.069,360210,170926,6971,63158,53174,22560,12773768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3676.0,747.0,-0.77,73.0,50.06,83.69530277975109,37.36697648992161,3
"Ocean City, NJ",7766.0,21190.0,5.457120782899819,3574.4206119999826,0.1686843139216603,2.888230749420551,6137.0,1907.0731219999905,11224.0,169.91029240912246,1.049535242742022,0.0040983606557377,4.788120238472552,3.783761769702042,2.203805778152274,1.1758041992911652,2.155452676422231,1621.9308649770696,87.03556167161585,1.378527799908259,1.4823398759083557,4.140411868375945,4.7077569348881,72385,40670,0.527,0.067,92701,99394,3120,14563,15619,7368,6640397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.0,3996.0,0.84,57.2,55.69,57.15471725813084,19.57450528072241,1
"Odessa, TX",7663.0,22376.0,5.840010439775545,5204.255922000006,0.2325820487129069,3.0382356779329243,6681.0,2799.212347000008,11620.0,240.89607117039657,1.0275409350227531,0.0006884681583476,3.27426258949988,2.8546715855994647,2.2236853023082124,1.1960532778087278,2.803425332511936,2340.374295138762,93.94465530700693,0.2987967374626504,0.0672965624915879,1.7147164122856602,3.1185227058601845,63096,53602,0.638,0.066,162067,59155,2596,17861,20900,12245,11712484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2629.0,2230.0,-1.19,66.0,6.39,69.24832508057902,18.742306784616115,5
"Ogden-Clearfield, UT",26640.0,67635.0,5.077702702702703,16435.13096100001,0.2429974267908628,2.621283783783784,19736.0,8656.849706000035,34933.0,247.81294781438856,1.0694350151677767,0.0020610883691638,1.1916158863807946,0.8827977152256518,0.7351487668121796,0.3872237100480688,22.95884682055365,22356.197416024446,87.95881149501189,1.5283687833838882,0.3104258017533194,1.2592919452835951,8.047002045847977,78680,213554,0.6659999999999999,0.0289999999999999,672948,226538,7133,45718,87430,73273,38564472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.5,6606.5,-1.515,48.425,14.355,30.101183465021883,26.913243259989763,1
"Oklahoma City, OK",76540.0,197390.0,5.157825973347269,55858.75401800125,0.2829867471401856,2.744591063496211,59688.0,29406.27322799997,105113.0,279.7586714107672,1.0595489991689215,0.0086573497093604,5.2960212571243535,4.129983234847641,3.865026766080677,2.034704051584722,42.69513479950832,14452.358909442872,91.23942692037068,0.3955267452131084,0.3133374253334731,1.5846520053295807,5.442909112684701,60476,523154,0.615,0.045,1397040,578343,25719,171160,207745,118530,90754370.0,666301.0,818.0,0.0,297111.0,0.0,0.0,1559300.0,0.0,2693947.0,19466.0,1133969.0,0.0,150909.0,0.0,1806.7142857142856,3177.5714285714284,0.6885714285714286,61.142857142857146,38.901428571428575,96.6651886210218,11.34208040452848,4
"Olympia-Lacey-Tumwater, WA",16778.0,39576.0,4.7176063893193465,9146.034009000052,0.2311005156913293,2.4638216712361425,11506.0,4741.359640000023,20670.0,229.3836303821976,1.1229129591475906,0.0216255442670537,8.346142195989867,5.723609018182108,4.549654331176165,2.3585684680991488,11.52661715966886,2010.270087186084,86.33962662803157,1.847995049878511,0.5749988681124644,1.9264725856838865,8.035646911456212,75867,112323,0.569,0.061,284698,118035,5370,31846,42594,32513,19475612.0,16017471.0,119455.0,54772.0,0.0,1528162.0,0.0,0.0,0.0,3565878.0,1785775.0,0.0,282178.0,0.0,0.0,155.0,5084.0,-0.24,51.4,50.42,141.62176605757077,3.12336937077292,5
"Omaha-Council Bluffs, NE-IA",50700.0,136053.0,5.36698224852071,39744.23092599989,0.2921231499930166,2.9354437869822485,42491.0,21133.90740000008,74446.0,283.8823764876566,1.0432896330972767,0.0043252827552857,4.441180778769271,3.7220949205263327,3.481485492219288,1.85127225493432,33.6441770674376,11415.882965712077,89.9298863903665,0.8107015075045085,0.1797202883778129,1.6507029931372024,6.462708556006288,69439,364079,0.6709999999999999,0.038,940163,390062,21298,113981,146758,82042,77627880.0,588017.0,1753.0,0.0,195325.0,0.0,0.0,0.0,0.0,2753899.0,214576.0,594163.0,0.0,0.0,0.0,1157.625,5989.75,-0.8125,51.6625,21.6175,82.35569713037579,12.807832957507598,4
"Orlando-Kissimmee-Sanford, FL",91364.0,222120.0,4.862309005735301,40412.49268199828,0.1819399094273288,2.776969046889365,73255.0,23222.700950000133,127147.0,182.6445055722914,1.096967043271678,0.0088008368266652,8.797447255512457,7.053730120206701,3.891322324259698,2.236115830503976,179.19017697893915,10385.28533862497,87.52123303881032,1.4232092965775938,0.3858496486805428,1.092284864791078,7.782337827239193,61229,893257,0.61,0.054,2560260,1054209,43212,318367,361894,169784,161181830.0,125584.0,1423657.0,0.0,1674607.0,2439315.0,0.0,0.0,0.0,11244694.0,12019931.0,5042873.0,0.0,0.0,0.0,4019.5,531.75,-0.51,74.525,50.43,246.5276510485347,18.71180201453128,4
"Oshkosh-Neenah, WI",7484.0,19396.0,5.183324425440941,5104.081678000012,0.2631512517013823,2.819615179048637,6014.0,2738.096216999988,10511.0,260.4981654457224,1.0488588843134838,0.0047569213205213,4.994559273574258,4.013532799475627,3.4062852054964483,1.8273094404804764,22.08829191712632,1498.430510094682,89.97892470162418,0.546354202460312,0.6620392641971915,2.3423361510090945,5.720110874395804,59947,71132,0.633,0.03,170924,76023,4292,23495,29496,13849,12148291.0,94300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488752.0,0.0,0.0,0.0,0.0,0.0,661.0,7115.0,1.37,47.2,38.42,114.06868643458132,11.160695464589718,5
"Owensboro, KY",7100.0,18287.0,5.1512676056338025,6773.841043000032,0.3704183869962286,2.6822535211267606,5422.0,3482.4293309999885,9488.0,367.0351318507576,1.073401961763829,0.0070615514333895,2.9471677359814987,2.250639924576294,2.8117810944502764,1.445535685515324,2.3582291158426663,2409.092605526736,93.74092443472192,0.4450562920776209,0.2621306127067343,1.7764535048183,2.8155467969147794,54946,47340,0.579,0.045,118951,51385,3039,13816,18247,12238,6320481.0,152.0,180540.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,1540870.0,0.0,0.0,0.0,0.0,1260.0,4109.333333333333,1.1900000000000002,57.1,55.71333333333333,49.375852022920455,30.36185230592579,5
"Oxnard-Thousand Oaks-Ventura, CA",24057.0,58621.0,4.87350875005196,11348.785698000109,0.1935959075757852,2.681257014590348,18067.0,6319.022577000085,32307.0,195.5929853282597,1.1101140236626044,0.0052929705636549,4.12480749415981,3.097763519848081,1.9458600946387543,1.08345810705304,12.886013878855104,5832.27218095913,87.89777240032957,0.9892195359724067,0.4248349032677895,1.6322864629339586,8.252733467439635,89295,271639,0.61,0.051,845599,289425,11671,69504,104680,85784,60649465.0,416353.0,56101.0,0.0,834797.0,0.0,0.0,0.0,0.0,1704510.0,462186.0,2078616.0,0.0,0.0,0.0,825.0,2803.0,-0.62,59.5,12.1,144.98620327780029,15.350212463040055,1
"Palm Bay-Melbourne-Titusville, FL",26970.0,68247.0,5.060956618464961,12570.267151999991,0.1841878346593987,2.813236929922136,22183.0,7020.769511000029,38030.0,184.6113465947944,1.093648197679267,0.0078622140415461,6.692035134367689,5.504242320566497,3.119045955861031,1.7420554778609436,43.30160238921776,4030.164136690283,88.78172884581772,0.5907828552562584,0.5868986813229496,1.006001048726962,7.638228039851624,59359,236005,0.522,0.051,594001,280648,10880,90278,92903,41944,31417639.0,487522.0,42145.0,0.0,0.0,0.0,0.0,0.0,0.0,4667114.0,1308667.0,0.0,0.0,0.0,0.0,3997.0,465.0,-0.04,74.6,53.36,147.38878612716135,8.782330354547819,3
"Panama City, FL",11251.0,29260.0,5.201315438627677,6228.290837999993,0.2128602473684208,2.7680206203892985,8887.0,3300.366952000018,15564.0,212.0513333333345,1.072760011096153,0.0071960935492161,4.207151124052516,3.323167010883896,2.328980606169909,1.2341251917067508,17.686700415712952,2674.256205268551,91.4581351094196,0.7588011417697431,0.3496669838249286,0.9372026641294006,5.057088487155091,56483,73536,0.563,0.044,180076,104060,3993,25500,29610,14433,10990634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3118.0,1022.0,-0.03,70.7,65.02,67.33685412984453,12.325961418152128,3
"Parkersburg-Vienna, WV",5829.0,14402.0,4.941499399553955,4984.148918000049,0.346073386890713,2.580545548121462,4229.0,2605.0408129999955,7492.0,347.7096653764009,1.1372546380236557,0.0081420181526962,3.687130595707855,2.675051516426234,3.1527205299574854,1.6478170671950505,7.043737411627265,1580.9041336332025,92.04738188181452,0.7861084937407458,0.2019114281868353,2.3556333288464124,4.016691344730112,48369,37746,0.513,0.05,90151,43618,3382,12929,14603,6832,4500319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,4486.5,0.69,55.45,50.525,57.02496317269837,29.737573583503785,5
"Pensacola-Ferry Pass-Brent, FL",27403.0,68152.0,4.974053935700471,15928.751261999823,0.2337239004284514,2.6617523628799766,20566.0,8406.297562999924,36537.0,230.07629424966265,1.0793535507450522,0.0075813558858143,5.168180248037363,3.878728423206817,3.004147635228541,1.585419881918798,23.1798974289638,5302.253150014727,86.0646670824248,0.5940485890776998,0.5348713349933312,2.505929105649607,8.750495040490899,58759,187866,0.528,0.061,496278,215479,9700,63952,77492,36722,27160806.0,429446.0,196617.0,0.0,0.0,0.0,0.0,0.0,0.0,1606726.0,1275790.0,0.0,0.0,0.0,0.0,2757.0,1267.0,0.18,69.0,69.31,93.59756804493983,19.82488827986788,3
"Peoria, IL",26187.0,69285.0,5.291556879367625,25492.132260999897,0.3679314752255163,2.7963111467522053,20575.0,13206.032889999897,36499.0,361.8190331241923,1.04752329357132,0.0045754678210361,2.971305526383769,2.3345404668479035,2.8924624228210547,1.498421297119277,22.133739695233604,8813.297645587769,91.2202859646593,0.8180719015873368,0.2800856341027831,2.1147851937305187,4.834666282126654,60094,163466,0.5710000000000001,0.0579999999999999,403747,183156,11824,53963,63390,34289,23376711.0,0.0,166395.0,0.0,0.0,507044.0,0.0,0.0,0.0,2222033.0,1237253.0,0.0,0.0,0.0,0.0,1011.5,5624.166666666667,0.1616666666666666,52.28333333333333,36.74333333333333,45.811115910981314,11.213317007675103,3
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",190616.0,487036.0,5.110127166659672,91318.6263970016,0.18749871959568,2.843984765182356,157824.0,49939.210273,271381.0,184.01881588246783,1.0766587255999405,0.0130185974699776,15.125624802215857,12.52353741965478,7.246250473909698,3.962740575336602,132.4233107539549,12602.19015693655,77.92132104605362,8.753012486279975,0.6258868336803154,3.3772994254924407,8.15046449367399,74825,2311452,0.613,0.061,6092403,2497830,286967,804720,814630,405135,485847524.0,11033267.0,1629502.0,0.0,0.0,27243.0,0.0,376746272.0,1030091.0,41177212.0,9859938.0,0.0,0.0,37185926.0,244645.0,1179.3636363636365,4267.727272727273,0.5009090909090909,56.45454545454545,52.026363636363634,483.4400151188478,17.687713853166894,4
"Phoenix-Mesa-Chandler, AZ",181979.0,458340.0,5.037284521840432,83790.35630399856,0.1828126637517968,2.7747212590463737,146781.0,46359.06659099935,254164.0,182.39824125761064,1.079241246989251,0.0078138524732062,4.817745885426057,3.8859074882745928,2.2182814738072647,1.2273185495083485,396.0285688022146,37772.64395585835,84.71853499231457,1.6538899919923225,0.6477213434181217,1.4750636332254166,9.712641800782755,67068,1745219,0.598,0.052,4860338,1943813,94909,611584,673361,365365,317697392.0,2550284.0,1230701.0,5417.0,8616890.0,0.0,593794.0,23474521.0,0.0,9526779.0,9338055.0,31609775.0,270069.0,3452467.0,0.0,4058.0,1467.5,-0.995,72.0,5.075,128.67349200336255,10.76217027520845,4
"Pine Bluff, AR",12060.0,30762.0,5.101492537313433,12830.997916000064,0.4171054520512341,2.6066334991708127,8735.0,6557.78028799997,15662.0,418.70644157834056,1.0821539920698195,0.0028093474652024,2.23115809892378,1.6160170807710796,2.373796427658184,1.213220945317898,0.8225549087850701,5405.264649697954,94.6560216334546,0.4152850658339503,0.0579467533721791,1.3134597431027268,2.527122299842256,41856,33398,0.437,0.074,89464,42188,2781,12061,11405,7151,4177544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856.6666666666667,2630.0,1.5533333333333337,62.8,71.17666666666666,16.55127099188367,40.01381846882736,3
"Pittsburgh, PA",117483.0,296406.0,5.045938561323766,73845.79568199921,0.249137317335004,2.65523522552199,88963.0,38930.09062399896,155996.0,249.5582619041447,1.0925125399986328,0.0067758147644811,8.491773839728115,6.430323332769271,5.337638602574911,2.813900948555273,103.2183471684908,13834.918618577049,82.80695233372471,5.344168352665434,0.2844104494636366,3.1382037485103464,7.530314947799364,61969,1017860,0.598,0.05,2324447,1129809,107398,363309,372770,174383,167551668.0,6669335.0,1593948.0,0.0,461452.0,0.0,0.0,30751496.0,9366.0,24900337.0,10982943.0,2020795.0,0.0,2166382.0,0.0,751.2857142857143,5383.285714285715,-0.1057142857142857,52.18571428571429,43.13285714285714,168.0130591356579,9.543338318289848,4
"Pittsfield, MA",8102.0,20588.0,5.082201925450506,6819.785418000038,0.3312505060229278,2.636262651197235,6277.0,3462.68164199999,10642.0,325.3788425108053,1.0875709606963324,0.0189813944747227,3.3063594411847035,2.561591978809724,2.78309823545522,1.413091846314937,14.439678901722944,2450.4292845719665,84.81167654405643,1.0628397903707696,0.3852998318394802,6.17459306786828,6.999069402948524,62166,54786,0.585,0.051,125927,69149,4980,21116,20299,8391,8038399.0,69587.0,103362.0,0.0,0.0,0.0,0.0,0.0,0.0,315263.0,790429.0,0.0,0.0,0.0,0.0,417.0,6602.0,-0.87,48.0,40.44,51.389771087394,7.486746731781308,5
"Pocatello, ID",9717.0,24512.0,5.045178553051353,9966.665475999956,0.4066035197454289,2.604404651641453,7139.0,5192.394217000016,12609.0,411.8006358156884,1.105680754042763,0.0111031802680624,1.4489982527439202,1.0645671016094316,1.4862283482975287,0.7742894049594172,3.098997537592301,6706.012227136394,87.64050645758799,0.8677780315140443,0.910913196823222,2.839308822409987,6.802669305523838,51914,34362,0.557,0.055,94377,37581,1659,10087,12210,10406,4274631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.5,7167.0,-0.71,46.25,13.93,14.073490593723676,21.306306103636118,1
"Port St. Lucie, FL",20842.0,52587.0,5.046252758852318,10211.424197999964,0.1941815315191961,2.822665771039248,17268.0,5682.76767400002,29471.0,192.82574985579112,1.0695546700827885,0.0087204370398018,5.588299872144089,4.630014499193174,2.737957035797536,1.5237026132827405,23.911376591927016,3729.5779533755504,89.19922553740753,0.3162388919227523,0.4338976319316884,1.532045872015092,6.8266891724172165,58039,183397,0.509,0.051,481334,224365,8363,73105,71826,30103,21649842.0,271421.0,16883.0,0.0,0.0,0.0,0.0,0.0,0.0,1474749.0,46377.0,0.0,0.0,0.0,0.0,4358.0,282.5,1.1,76.15,73.0,129.05857070619916,9.960559653776668,3
"Portland-South Portland, ME",35778.0,85192.0,4.762256135055062,22005.07987999998,0.2582998389520141,2.4672424394879533,25243.0,11385.0003120001,44160.0,257.8125070652197,1.0855959919854343,0.0312273550724637,4.8286059081721175,3.4068002386938554,2.969809903246892,1.536521878558474,13.162118823250486,7409.592060401522,84.47097851018277,0.9282296318658628,0.5257076232810401,3.867681299729685,9.3260185368325,72552,226327,0.654,0.034,536314,275836,13725,73067,94899,44636,40140445.0,1022441.0,0.0,0.0,87742.0,29318.0,0.0,0.0,0.0,1015945.0,0.0,316210.0,0.0,0.0,0.0,416.0,6804.0,-0.1966666666666666,47.4,44.696666666666665,72.3810427926497,4.598622605202887,3
